DHID,MIDX,MIDY,MIDZ,LENGTH,FROM,TO,GEOCOD,FE,SIO2,AL2O3,P,MN,LOI,S,TIO2,MGO,CAO,ACDENS,ASS_TO,LOI425,LOI650,ORE
GD16BS4B0002,518780.43,7500712.364,495.162,1,46,47,265,22.45,28.59,23.95,0.109,0.05,11.71,0.012,2.02,0.29,0.08,-99,100.09,4.64,6.6,0
GD16BS4B0002,518780.181,7500712.411,494.194,1,47,48,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0002,518779.933,7500712.459,493.227,1,48,49,265,22.9,27.7,24.07,0.126,0.05,11.84,0.011,1.99,0.27,0.07,-99,99.84,4.68,6.72,0
GD16BS4B0002,518779.685,7500712.506,492.259,1,49,50,265,22.92,27.74,24.16,0.128,0.04,11.83,0.011,1.98,0.31,0.08,-99,100.06,4.73,6.7,0
GD16BS4B0002,518779.436,7500712.554,491.291,1,50,51,265,23.82,27.41,23.42,0.122,0.03,11.69,0.01,1.87,0.34,0.08,-99,99.92,4.81,6.52,0
GD16BS4B0002,518779.188,7500712.601,490.324,1,51,52,265,23.2,28.3,23.77,0.107,0.01,11.45,0.01,1.89,0.41,0.1,-99,100.05,4.57,6.55,0
GD16BS4B0002,518778.94,7500712.648,489.356,1,52,53,265,26.62,25.23,21.98,0.133,0.02,11.92,0.013,1.73,0.31,0.09,-99,99.97,5.48,6.1,0
GD16BS4B0002,518778.692,7500712.696,488.389,1,53,54,265,28.11,25.3,20.12,0.152,0.02,11.79,0.009,1.52,0.27,0.07,-99,99.83,6.01,5.5,0
GD16BS4B0005,520605.255,7500620.059,596.33,1.4,0,1.4,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0005,520605.304,7500619.672,594.881,1.6,1.4,3,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0005,520605.345,7500619.338,593.626,1,3,4,265,61.44,2.35,1.61,0.112,0.06,7.96,0.032,0.04,0.02,0.005,-99,100.28,7.23,0.54,0
GD16BS4B0005,520605.377,7500619.08,592.66,1,4,5,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0005,520605.411,7500618.825,591.694,1,5,6,265,61.03,3.29,1.84,0.071,0.03,7.34,0.047,0.05,0.01,0.005,-99,100.14,6.52,0.56,0
GD16BS4B0005,520605.448,7500618.572,590.727,1,6,7,265,57.15,7.94,2.8,0.096,0.03,7.02,0.055,0.09,0.02,0.005,-99,100.02,5.88,0.85,0
GD16BS4B0005,520605.484,7500618.32,589.76,1,7,8,265,62.23,2.04,1.17,0.067,0.03,7.14,0.046,0.03,0.01,0.005,-99,99.7,6.53,0.39,0
GD16BS4B0005,520605.52,7500618.067,588.793,1,8,9,265,62.09,2.33,1.14,0.078,0.02,7.49,0.041,0.02,0.02,0.005,-99,100.11,6.86,0.43,0
GD16BS4B0005,520605.557,7500617.815,587.826,1,9,10,265,61.21,3.7,1.17,0.101,0.02,6.89,0.045,0.03,0.02,0.005,-99,99.73,6.27,0.41,0
GD16BS4B0005,520605.593,7500617.562,586.859,1,10,11,265,61.92,3.1,1.31,0.074,0.03,6.51,0.048,0.04,0.03,0.005,-99,99.88,5.83,0.42,0
GD16BS4B0005,520605.629,7500617.31,585.892,1,11,12,265,59.11,6.82,2.16,0.044,0.03,6.29,0.054,0.07,0.04,0.005,-99,100.23,5.29,0.66,0
GD16BS4B0005,520605.666,7500617.057,584.926,1,12,13,265,54.29,11.07,3.1,0.061,0.02,7.81,0.055,0.09,0.07,0.005,-99,100.16,6.67,0.82,0
GD16BS4B0005,520605.702,7500616.805,583.959,1,13,14,265,59.5,6.18,1.83,0.069,0.03,6.68,0.049,0.05,0.05,0.005,-99,100.25,5.96,0.45,0
GD16BS4B0005,520605.739,7500616.552,582.992,1,14,15,265,59.56,7.32,1.43,0.068,0.04,5.61,0.045,0.06,0.04,0.01,-99,100,4.97,0.37,0
GD16BS4B0005,520605.771,7500616.292,582.027,1,15,16,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0005,520605.8,7500616.024,581.064,1,16,17,265,62.1,2.88,1.17,0.064,0.02,6.91,0.047,0.04,0.04,0.02,-99,100.21,6.28,0.38,0
GD16BS4B0005,520605.83,7500615.756,580.101,1,17,18,265,62.25,2.32,1.21,0.091,0.02,7.22,0.043,0.03,0.04,0.02,-99,100.23,6.62,0.38,0
GD16BS4B0005,520605.859,7500615.487,579.138,1,18,19,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0005,520605.888,7500615.219,578.175,1,19,20,265,61.39,3.01,1.24,0.078,0.04,7.6,0.041,0.05,0.04,0.03,-99,100.14,6.91,0.45,0
GD16BS4B0005,520605.917,7500614.951,577.212,1,20,21,265,60.41,3.02,1.6,0.098,0.04,8.33,0.05,0.05,0.04,0.03,-99,99.9,7.55,0.54,0
GD16BS4B0011,520551.716,7501037.127,575.14,1,5,6,265,46.84,25.95,1.46,0.078,0.02,5.06,0.034,0.12,0.03,0.02,-99,99.99,4.45,0.43,0
GD16BS4B0011,520551.746,7501036.966,574.153,1,6,7,265,56.58,12.79,1.2,0.13,0.03,4.44,0.028,0.04,0.08,0.21,-99,100.15,3.76,0.53,0
GD16BS4B0011,520551.777,7501036.805,573.167,1,7,8,265,60.91,5.09,0.97,0.158,0.02,5.94,0.034,0.03,0.15,0.38,-99,100.21,5.08,0.7,0
GD16BS4B0011,520551.808,7501036.644,572.18,1,8,9,265,60.96,4.08,1.37,0.155,0.01,6.74,0.043,0.05,0.06,0.11,-99,100.14,6,0.49,0
GD16BS4B0011,520551.839,7501036.483,571.194,1,9,10,265,61.8,3.18,1.01,0.195,0.02,6.78,0.037,0.03,0.06,0.15,-99,100.21,6.12,0.46,0
GD16BS4B0011,520551.869,7501036.322,570.207,1,10,11,265,57.59,6.94,2.9,0.163,0.03,6.72,0.049,0.29,0.1,0.1,-99,100.08,5.62,0.82,0
GD16BS4B0011,520551.9,7501036.161,569.221,1,11,12,265,58.23,6.52,2.98,0.144,0.02,5.69,0.036,0.11,0.22,0.76,-99,100.1,4.05,1.46,0
GD16BS4B0011,520551.931,7501036,568.234,1,12,13,265,58.54,6.37,3.64,0.134,0.02,5.25,0.036,0.11,0.15,0.32,-99,100.12,3.83,1.19,0
GD16BS4B0011,520551.961,7501035.839,567.248,1,13,14,265,52.76,9.59,6.15,0.135,0.02,7.74,0.044,0.06,0.1,0.09,-99,99.76,5.64,1.82,0
GD16BS4B0011,520551.992,7501035.678,566.261,1,14,15,265,58.79,5.68,3.46,0.131,0.03,5.95,0.035,0.1,0.1,0.12,-99,100.02,4.76,0.96,0
GD16BS4B0011,520552.023,7501035.516,565.275,1,15,16,265,61.28,3.44,2.02,0.117,0.03,5.98,0.043,0.08,0.17,0.27,-99,100.12,5.01,0.75,0
GD16BS4B0011,520552.055,7501035.352,564.289,1,16,17,265,58.17,7.36,2.66,0.111,0.02,6.01,0.035,0.07,0.17,0.37,-99,100.29,4.83,1.01,0
GD16BS4B0011,520552.086,7501035.188,563.303,1,17,18,265,50.84,15.67,3.31,0.157,0.03,7.29,0.056,0.07,0.15,0.3,-99,100.15,5.99,1.09,0
GD16BS4B0011,520552.118,7501035.024,562.317,1,18,19,265,37.85,36.82,2.06,0.062,0.02,5.51,0.041,0.05,0.28,0.58,-99,99.81,4.21,1.16,0
GD16BS4B0012,520353.001,7501296.849,584.567,1,0,1,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0012,520352.755,7501296.798,583.599,1,1,2,265,60.51,6.28,1.6,0.098,0.09,4.9,0.038,0.08,0.09,0.08,-99,100.1,4.26,0.43,0
GD16BS4B0012,520352.508,7501296.748,582.631,1,2,3,265,57.36,12.02,1.92,0.049,0.03,3.16,0.031,0.14,0.27,0.25,-99,100.17,2.26,0.72,0
GD16BS4B0012,520352.262,7501296.697,581.663,1,3,4,265,60.65,9.18,1.14,0.06,0.04,2.42,0.023,0.07,0.13,0.09,-99,100.12,1.92,0.34,0
GD16BS4B0012,520352.016,7501296.647,580.696,1,4,5,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0012,520351.77,7501296.595,579.727,1,5,6,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0012,520351.526,7501296.543,578.759,1,6,7,265,59.94,9.07,1.32,0.043,0.02,2.85,0.027,0.08,0.21,0.45,-99,100.03,1.91,0.76,0
GD16BS4B0012,520351.281,7501296.49,577.791,1,7,8,265,59.29,8.17,1.16,0.103,0.03,5.36,0.028,0.04,0.17,0.1,-99,100.25,4.65,0.48,0
GD16BS4B0012,520351.036,7501296.438,576.823,1,8,9,265,61.65,6.45,0.72,0.06,0.02,4.48,0.019,0.04,0.08,0.03,-99,100.27,3.98,0.31,0
GD16BS4B0012,520350.792,7501296.385,575.855,1,9,10,265,62.47,2.91,0.62,0.097,0.02,6.83,0.022,0.02,0.05,0.04,-99,100.16,6.26,0.38,0
GD16BS4B0012,520350.547,7501296.333,574.887,1,10,11,265,64.32,2.82,0.91,0.066,0.02,3.85,0.021,0.05,0.06,0.04,-99,100.04,3.32,0.3,0
GD16BS4B0012,520350.302,7501296.28,573.918,1,11,12,265,63.97,3.4,0.57,0.035,0.02,4.18,0.022,0.04,0.15,0.19,-99,100.23,3.42,0.51,0
GD16BS4B0012,520350.058,7501296.228,572.95,1,12,13,265,65.23,2.06,0.7,0.07,0.02,3.75,0.015,0.04,0.05,0.03,-99,100.2,3.27,0.27,0
GD16BS4B0012,520349.813,7501296.176,571.982,1,13,14,265,64.03,2.96,1.27,0.056,0.02,3.8,0.021,0.09,0.1,0.09,-99,100.18,3.07,0.49,0
GD16BS4B0012,520349.568,7501296.123,571.014,1,14,15,265,65.01,1.99,0.74,0.076,0.02,3.97,0.023,0.04,0.06,0.06,-99,100.17,3.39,0.32,0
GD16BS4B0012,520349.326,7501296.073,570.045,1,15,16,265,66.13,1.43,0.64,0.08,0.01,2.77,0.017,0.03,0.06,0.05,-99,99.86,2.21,0.27,0
GD16BS4B0012,520349.087,7501296.025,569.075,1,16,17,265,66.1,1.2,0.52,0.07,0.01,3.4,0.017,0.02,0.04,0.03,-99,100.02,2.87,0.23,0
GD16BS4B0012,520348.848,7501295.977,568.105,1,17,18,265,66.33,1.19,0.56,0.086,0.01,3.05,0.015,0.04,0.04,0.03,-99,100.07,2.54,0.21,0
GD16BS4B0012,520348.609,7501295.93,567.135,1,18,19,265,62.51,3.15,2.06,0.049,0.01,4.9,0.034,0.12,0.08,0.06,-99,100.05,3.95,0.6,0
GD16BS4B0012,520348.37,7501295.882,566.166,1,19,20,265,62.21,2.56,1.75,0.076,0.01,6.05,0.034,0.09,0.09,0.05,-99,99.89,5.2,0.52,0
GD16BS4B0012,520348.13,7501295.834,565.196,1,20,21,265,62.71,1.91,1.11,0.096,0.01,7.08,0.026,0.03,0.04,0.04,-99,100.24,6.3,0.49,0
GD16BS4B0012,520347.891,7501295.786,564.226,1,21,22,265,62.89,2.63,1.69,0.089,0.01,5.19,0.021,0.06,0.04,0.03,-99,99.9,4.37,0.53,0
GD16BS4B0012,520347.652,7501295.738,563.256,1,22,23,265,64.43,1.8,1.18,0.074,0.02,4.65,0.023,0.04,0.07,0.03,-99,100.22,3.91,0.41,0
GD16BS4B0012,520347.413,7501295.691,562.286,1,23,24,265,63.9,2.16,1.67,0.076,0.02,4.15,0.023,0.07,0.06,0.03,-99,99.84,3.46,0.44,0
GD16BS4B0012,520347.173,7501295.643,561.317,1,24,25,265,60.23,3.65,2.72,0.084,0.02,7.16,0.034,0.11,0.06,0.03,-99,100.24,6.08,0.8,0
GD16BS4B0013,520470.423,7501367.759,559.128,1,0,1,265,56.11,4.43,4.93,0.066,0.02,9.11,0.063,0.73,0.03,0.02,-99,99.88,7.96,0.84,0
GD16BS4B0013,520470.424,7501367.611,558.139,1,1,2,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0013,520470.424,7501367.462,557.15,1,2,3,265,55.01,7.07,3.31,0.082,0.01,10.11,0.103,0.42,0.04,0.06,-99,100.18,9.06,0.68,0
GD16BS4B0013,520470.425,7501367.314,556.161,1,3,4,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0014,524619.112,7501022.15,598.138,1,0,1,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0014,524619.106,7501022.324,597.153,1,1,2,435,60.85,4.9,2.82,0.113,0.02,4.85,0.019,0.14,0.04,0.02,-99,100.21,3.89,0.64,0
GD16BS4B0014,524619.101,7501022.498,596.168,1,2,3,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0014,524619.095,7501022.672,595.183,1,3,4,435,60.93,7.54,1.15,0.046,0.005,3.97,0.038,0.03,0.03,0.02,-99,100.11,3.26,0.36,0
GD16BS4B0014,524619.089,7501022.846,594.199,1,4,5,435,63.83,3.69,0.9,0.045,0.01,4.13,0.032,0.02,0.03,0.01,-99,100.28,3.39,0.36,0
GD16BS4B0014,524619.083,7501023.019,593.214,1,5,6,435,64.24,2.72,0.76,0.055,0.01,4.3,0.026,0.01,0.02,0.01,-99,99.9,3.63,0.35,0
GD16BS4B0014,524619.078,7501023.193,592.229,1,6,7,435,62.58,4.75,1.74,0.058,0.01,3.71,0.026,0.01,0.02,0.01,-99,99.96,2.89,0.58,0
GD16BS4B0014,524619.072,7501023.367,591.244,1,7,8,435,63.19,3.28,0.83,0.062,0.02,5.22,0.039,0.01,0.03,0.01,-99,100.04,4.6,0.37,0
GD16BS4B0014,524619.066,7501023.541,590.26,1,8,9,435,58.14,8.12,2.91,0.057,0.01,5.42,0.059,0.09,0.03,0.03,-99,100.09,4.3,0.76,0
GD16BS4B0014,524619.06,7501023.715,589.275,1,9,10,435,62.5,5.31,1.83,0.06,0.02,3.21,0.033,0.07,0.03,0.02,-99,100.15,2.36,0.52,0
GD16BS4B0014,524619.054,7501023.889,588.29,1,10,11,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0014,524619.049,7501024.063,587.305,1,11,12,435,55.16,8.57,5.02,0.145,0.02,6.48,0.044,0.11,0.18,0.2,-99,100,4.36,1.66,0
GD16BS4B0014,524619.043,7501024.237,586.321,1,12,13,435,55.57,8.21,4.57,0.138,0.03,7.06,0.045,0.1,0.06,0.04,-99,100.07,5.49,1.32,0
GD16BS4B0014,524619.037,7501024.411,585.336,1,13,14,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0014,524619.031,7501024.584,584.351,1,14,15,435,57.96,6.98,3.7,0.101,0.05,5.82,0.041,0.09,0.15,0.07,-99,100.19,4.62,0.96,0
GD16BS4B0014,524619.026,7501024.758,583.366,1,15,16,435,40.97,21.52,9.72,0.072,0.07,9.14,0.058,0.26,0.11,0.03,-99,100.01,6.12,2.58,0
GD16BS4B0014,524619.02,7501024.932,582.382,1,16,17,435,52.45,9.97,6.74,0.134,0.03,7.67,0.04,0.14,0.07,0.01,-99,100.14,5.54,1.9,0
GD16BS4B0014,524619.014,7501025.106,581.397,1,17,18,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0014,524618.973,7501025.275,580.412,1,18,19,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0014,524618.923,7501025.442,579.428,1,19,20,435,34.14,21.5,17.26,0.083,0.01,11.54,0.052,0.61,0.04,0.005,-99,100.21,6.04,5.01,0
GD16BS4B0014,524618.872,7501025.609,578.443,1,20,21,435,38.8,18.37,14.46,0.113,0.02,10.61,0.054,0.36,0.03,0.005,-99,99.8,6.01,4.13,0
GD16BS4B0014,524618.822,7501025.776,577.458,1,21,22,435,48.21,12.37,9.22,0.164,0.04,8.55,0.038,0.17,0.04,0.005,-99,99.85,5.58,2.66,0
GD16BS4B0018,516666.49,7498602.153,597.571,0.1,6.9,7,435,47.42,18.58,5.7,0.051,0.03,6.2,0.058,1.06,0.07,0.25,-99,100.19,4.28,1.6,0
GD16BS4B0018,516666.392,7498602.001,597.051,1,7,8,435,58.03,8.63,1.9,0.082,0.02,5.96,0.056,0.14,0.06,0.06,-99,100.14,5.17,0.54,0
GD16BS4B0018,516666.215,7498601.724,596.107,1,8,9,435,58.13,10.73,1.44,0.058,0.02,4.26,0.046,0.07,0.04,0.03,-99,100.01,3.62,0.44,0
GD16BS4B0018,516666.037,7498601.448,595.162,1,9,10,435,57.13,10.42,1.41,0.081,0.02,5.76,0.056,0.05,0.04,0.02,-99,99.77,5.17,0.42,0
GD16BS4B0018,516665.86,7498601.171,594.218,1,10,11,435,61.15,6.87,0.91,0.09,0.03,4.53,0.043,0.02,0.04,0.01,-99,100.22,3.92,0.36,0
GD16BS4B0018,516665.682,7498600.895,593.273,1,11,12,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0018,516665.505,7498600.618,592.329,1,12,13,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0018,516665.328,7498600.342,591.384,1,13,14,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0018,516665.15,7498600.065,590.44,1,14,15,435,61.95,5.52,0.76,0.092,0.02,4.81,0.04,0.04,0.02,0.01,-99,100.1,4.12,0.34,0
GD16BS4B0020,527985.952,7501544.102,536.021,1,8,9,435,54.88,5.79,4.26,0.035,0.02,10.54,0.025,0.54,0.08,0.04,-99,99.97,9.43,0.82,0
GD16BS4B0020,527985.784,7501544.096,535.035,1,9,10,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0020,527985.617,7501544.091,534.049,1,10,11,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0020,527985.45,7501544.085,533.063,1,11,12,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0020,527985.282,7501544.08,532.077,1,12,13,435,53.72,6.89,5.03,0.074,0.005,10.42,0.018,0.32,0.12,0.06,-99,99.95,9.1,1.05,0
GD16BS4B0020,527985.115,7501544.074,531.091,1,13,14,435,51.22,8.18,6.33,0.093,0.02,11.35,0.021,0.29,0.15,0.07,-99,99.99,9.73,1.33,0
GD16BS4B0020,527984.947,7501544.069,530.105,1,14,15,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0020,527984.78,7501544.063,529.12,1,15,16,435,59.11,4.62,3.39,0.087,0.02,7.03,0.016,0.1,0.12,0.05,-99,100.15,5.92,0.8,0
GD16BS4B0020,527984.612,7501544.058,528.134,1,16,17,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0020,527984.444,7501544.053,527.148,1,17,18,435,60.05,4.18,3.26,0.088,0.02,6.09,0.015,0.11,0.12,0.04,-99,99.99,4.98,0.78,0
GD16BS4B0020,527984.276,7501544.047,526.162,1,18,19,435,60.95,3.6,2.82,0.087,0.03,6.06,0.014,0.08,0.12,0.04,-99,100.21,5.07,0.67,0
GD16BS4B0020,527984.108,7501544.042,525.176,1,19,20,435,60.66,3.73,2.98,0.09,0.02,6.24,0.015,0.08,0.14,0.04,-99,100.28,5.22,0.71,0
GD16BS4B0020,527983.94,7501544.037,524.191,1,20,21,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0020,527983.772,7501544.032,523.205,1,21,22,435,53.54,6.94,5.93,0.197,0.04,9.87,0.018,0.15,0.12,0.06,-99,100.27,8.03,1.56,0
GD16BS4B0020,527983.605,7501544.026,522.219,1,22,23,435,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0020,527983.437,7501544.021,521.233,1,23,24,435,62.74,2.23,1.19,0.105,0.03,6.51,0.01,0.03,0.08,0.03,-99,100.13,5.66,0.55,0
GD16BS4B0020,527983.269,7501544.016,520.247,1,24,25,435,60.34,3.82,2.49,0.144,0.02,6.88,0.011,0.06,0.12,0.09,-99,100.2,5.78,0.89,0
GD16BS4B0020,527983.103,7501544.011,519.261,1,25,26,435,58.19,4.14,2.87,0.191,0.04,8.98,0.015,0.07,0.07,0.03,-99,99.96,7.81,1.03,0
GD16BS4B0020,527979.411,7501543.943,496.56,1,48,49,412,61.34,4.67,1.99,0.154,0.08,5.01,0.005,0.06,0.04,0.02,-99,100.02,4.13,0.69,0
GD16BS4B0020,527979.255,7501543.942,495.572,1,49,50,412,61.93,7.27,0.41,0.097,0.09,3.37,0.003,0.02,0.04,0.01,-99,100.08,3.01,0.23,0
GD16BS4B0020,527979.098,7501543.941,494.584,1,50,51,412,57.42,12.73,0.24,0.108,0.08,4.61,0.003,0.01,0.03,0.01,-99,100.14,4.19,0.26,0
GD16BS4B0020,527978.942,7501543.939,493.597,1,51,52,412,49.92,24.64,0.41,0.082,0.09,3.04,0.002,0.01,0.03,0.01,-99,99.88,2.64,0.23,0
GD16BS4B0020,527978.785,7501543.938,492.609,1,52,53,412,50.33,10.66,7.31,0.244,0.14,8.84,0.007,0.25,0.12,0.04,-99,100.06,6.63,2.07,0
GD16BS4B0020,527978.629,7501543.937,491.621,1,53,54,412,59.68,5.42,3.43,0.189,0.07,5.22,0.005,0.08,0.07,0.04,-99,100.19,4.12,0.97,0
GD16BS4B0020,527978.473,7501543.935,490.634,1,54,55,412,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0020,527978.317,7501543.935,489.646,1,55,56,412,59.16,5.87,3.43,0.176,0.06,5.53,0.004,0.05,0.06,0.03,-99,100.1,4.51,0.95,0
GD16BS4B0022,527967.353,7501885.338,562.401,1,0,1,265,60.77,4.77,2.75,0.066,0.06,4.8,0.016,0.19,0.04,0.02,-99,99.84,3.97,0.65,0
GD16BS4B0022,527967.268,7501885.495,561.417,1,1,2,265,62.32,2.13,1.24,0.145,0.08,6.89,0.027,0.08,0.03,0.005,-99,100.04,6.19,0.49,0
GD16BS4B0022,527967.183,7501885.651,560.433,1,2,3,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0022,527967.097,7501885.808,559.449,1,3,4,265,58.61,8.41,2.22,0.087,0.08,4.69,0.035,0.12,0.06,0.03,-99,99.79,3.86,0.62,0
GD16BS4B0022,527967.012,7501885.964,558.465,1,4,5,265,61.09,5.04,1.72,0.082,0.05,5.18,0.049,0.16,0.02,0.03,-99,99.92,4.48,0.45,0
GD16BS4B0022,527966.927,7501886.121,557.481,1,5,6,265,62.71,3.78,0.99,0.082,0.03,4.86,0.033,0.06,0.03,0.02,-99,99.75,4.29,0.33,0
GD16BS4B0022,527966.841,7501886.277,556.497,1,6,7,265,60.27,7.33,0.95,0.07,0.02,4.99,0.037,0.05,0.03,0.03,-99,99.89,4.42,0.33,0
GD16BS4B0022,527966.756,7501886.434,555.513,1,7,8,265,60.95,5.65,1.26,0.073,0.03,5.63,0.038,0.1,0.05,0.05,-99,100.29,5.02,0.37,0
GD16BS4B0022,527966.671,7501886.591,554.529,1,8,9,265,60.87,5.88,1.29,0.073,0.05,4.89,0.038,0.16,0.05,0.05,-99,99.76,4.32,0.33,0
GD16BS4B0022,527966.585,7501886.747,553.545,1,9,10,265,63.49,3.58,1.01,0.072,0.02,4.38,0.025,0.05,0.05,0.07,-99,100.22,3.81,0.34,0
GD16BS4B0022,527966.499,7501886.897,552.56,1,10,11,265,62.11,5.23,0.9,0.089,0.03,4.84,0.023,0.06,0.05,0.04,-99,100.29,4.25,0.34,0
GD16BS4B0022,527966.409,7501887.032,551.574,1,11,12,265,63.86,2.81,0.82,0.108,0.04,4.61,0.022,0.05,0.04,0.04,-99,100.08,3.98,0.33,0
GD16BS4B0022,527966.319,7501887.168,550.587,1,12,13,265,61.33,6.12,1.39,0.075,0.06,4.13,0.021,0.05,0.05,0.06,-99,99.86,3.43,0.42,0
GD16BS4B0022,527966.229,7501887.303,549.6,1,13,14,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
GD16BS4B0022,527966.139,7501887.438,548.613,1,14,15,265,64.15,1.64,1.49,0.071,0.36,4.47,0.021,0.05,0.05,0.04,-99,100.26,3.69,0.46,0
GD16BS4B0022,527966.049,7501887.573,547.627,1,15,16,265,62.77,2.53,1.6,0.075,0.03,5.72,0.023,0.06,0.05,0.04,-99,100.07,5.13,0.37,0
GD16BS4B0022,527965.96,7501887.708,546.64,1,16,17,265,61.71,4.21,1.33,0.112,0.05,5.37,0.025,0.05,0.06,0.07,-99,99.76,4.7,0.37,0
GD16BS4B0022,527965.87,7501887.843,545.653,1,17,18,265,61.71,6.22,0.85,0.083,0.05,3.92,0.015,0.03,0.06,0.04,-99,99.71,3.31,0.33,0
GD16BS4B0022,527965.78,7501887.979,544.666,1,18,19,265,59.74,7.21,2.06,0.111,0.05,4.42,0.02,0.07,0.14,0.14,-99,99.91,3.5,0.68,0
GD16BS4B0022,527965.69,7501888.114,543.68,1,19,20,265,62.11,3.19,1.89,0.152,0.13,5.45,0.017,0.04,0.11,0.06,-99,100.22,4.79,0.43,0
GD16BS4B0023,526445.798,7501201.299,552.575,1,6,7,435,61.53,1.97,1.2,0.179,0.02,8.4,0.016,0.07,0.02,0.01,-99,100.14,7.68,0.52,0
GD16BS4B0023,526445.75,7501201.545,551.607,1,7,8,435,59.01,3.17,2.4,0.213,0.03,9.24,0.018,0.19,0.03,0.02,-99,100.05,8.27,0.76,0
GD16BS4B0023,526445.702,7501201.791,550.639,1,8,9,435,59.59,2.76,1.09,0.28,0.02,10.12,0.019,0.03,0.03,0.02,-99,100,9.41,0.55,0
GD16BS4B0023,526445.654,7501202.037,549.671,1,9,10,435,45.29,12.21,9.88,0.182,0.02,11.9,0.03,0.74,0.06,0.03,-99,100.2,9.33,2.25,0
GD16BS4B0023,526445.606,7501202.284,548.703,1,10,11,435,53.59,6.18,4.51,0.358,0.02,11.24,0.044,0.18,0.06,0.05,-99,99.88,9.86,1.1,0
GD16BS4B0023,526445.558,7501202.53,547.735,1,11,12,435,50.07,8.85,6.53,0.382,0.02,11.34,0.048,0.26,0.08,0.05,-99,99.89,9.47,1.57,0
GD16BS4B0023,526445.51,7501202.776,546.767,1,12,13,435,51.79,6.85,6.05,0.076,0.01,11.96,0.058,0.21,0.06,0.04,-99,99.71,10.44,1.16,0
GD16BS4B0023,526445.462,7501203.023,545.799,1,13,14,435,50.4,8.73,6.29,0.036,0.005,11.89,0.065,0.23,0.08,0.04,-99,99.75,10.16,1.33,0
GD16BS4B0023,526445.415,7501203.269,544.831,1,14,15,435,50.17,8.67,6.8,0.035,0.005,11.88,0.051,0.27,0.12,0.03,-99,100.02,10.09,1.41,0
GD16BS4B0024,527482.18,7502272.104,537.45,1,14,15,265,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0
